gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
neutral,The athletes admired the banker near the senator .,The banker admired the athletes .,neutral, the athletes are not necessarily the .,lexical_overlap
neutral,The scientist next to the judges thanked the student .,The judges thanked the scientist .,entailment, the professor is a scientist .,lexical_overlap
neutral,The actor next to the scientists avoided the author .,The author avoided the actor .,entailment, the cameraman is being interviewed by the actor .,lexical_overlap
neutral,The athlete admired the tourists next to the authors .,The authors admired the athlete .,neutral, the athlete is not necessarily the athlete .,lexical_overlap
neutral,The secretaries called the professors next to the doctor .,The professors called the secretaries .,contradiction, the nuns are not the same as the .,lexical_overlap
neutral,The tourist saw the managers in front of the athletes .,The managers saw the athletes .,entailment, the news saw the athletes were in front of the athletes .,lexical_overlap
neutral,The artists supported the judges in front of the presidents .,The presidents supported the artists .,entailment, the artists are in front of the president which means they are supporting the artists .,lexical_overlap
neutral,The judges near the managers stopped the secretaries .,The secretaries stopped the managers .,contradiction, the first sentence is talking about the judges and the second is about the judges .,lexical_overlap
neutral,The author near the secretary called the bankers .,The secretary called the author .,neutral, the name is not necessarily the name .,lexical_overlap
neutral,The manager encouraged the lawyers next to the author .,The author encouraged the manager .,entailment, the manager is a manager .,lexical_overlap
neutral,The actors thanked the students near the senators .,The students thanked the actors .,entailment, the actors are the actors .,lexical_overlap
neutral,The actors thanked the authors near the banker .,The authors thanked the banker .,neutral, the actors are not necessarily named .,lexical_overlap
neutral,The manager by the lawyer recommended the professor .,The professor recommended the lawyer .,entailment, the manager could be a doctor .,lexical_overlap
neutral,The artists near the secretaries introduced the actor .,The actor introduced the secretaries .,neutral, the actors are not necessarily the actor .,lexical_overlap
neutral,The doctors advised the tourists near the professors .,The tourists advised the professors .,entailment, the doctors are the travelers .,lexical_overlap
neutral,The tourists introduced the student near the author .,The author introduced the tourists .,neutral, the student near the author is not necessarily the author .,lexical_overlap
neutral,The senator behind the artists mentioned the manager .,The manager mentioned the senator .,entailment, the manager is a manager .,lexical_overlap
neutral,The tourist behind the judges encouraged the secretaries .,The judges encouraged the tourist .,entailment, the judges are the same as the judges .,lexical_overlap
neutral,The president believed the authors next to the manager .,The manager believed the president .,entailment, the manager is the name of the president .,lexical_overlap
neutral,The artist supported the authors in front of the athlete .,The authors supported the athlete .,entailment, the artist is the same as the artist .,lexical_overlap
neutral,The actors recommended the artists by the judge .,The artists recommended the actors .,neutral, the actors are not necessarily the same as the actors .,lexical_overlap
neutral,The artists by the secretaries advised the manager .,The manager advised the artists .,entailment, the artist is the same as the group of people .,lexical_overlap
neutral,The managers helped the doctor near the artist .,The doctor helped the artist .,entailment, the employee helped the artist so the doctors helped the artist .,lexical_overlap
